order_id,date,customer_id,product_name,category,price,quantity,discount_applied,payment_method,shipping_cost
3309,2023-01-15,C589,Mechanical Keyboard,Electronics,18.81,5,0.0,Debit Card,7.35
2105,2023-01-15,C866,Bluetooth Speaker,Electronics,224.42,1,,Gift Card,0.00
1696,2023-01-15,C725,Office Chair,Home,44.02,1,0.0,Gift Card,7.82
1014,2023-01-16,C438,USB-C Cable,Electronics,327.66,2,,PayPal,5.00
2497,2023-01-16,C257,Honey,Groceries,11.91,4,0.05,Debit Card,4.71
2623,2023-01-16,C140,Yoga Mat,Fitness,147.44,1,0.05,Gift Card,5.00
1742,2023-01-16,C826,Tea Bags,Groceries,21.10,4,0.0,Debit Card,11.56
3321,2023-01-16,C333,Winter Jacket,Apparel,47.99,1,0.0,Debit Card,13.29
3153,2023-01-16,C310,Sneakers,Apparel,101.27,3,0.0,Debit Card,0.00
1985,2023-01-17,C795,Sweater,Apparel,64.74,4,0.0,Debit Card,0.00
1102,2023-01-17,C978,USB-C Cable,Electronics,10.33,4,0.05,Debit Card,13.59
1013,2023-01-17,C443,External Hard Drive,Electronics,266.92,2,0.0,Debit Card,5.00
3167,2023-01-17,C572,USB-C Cable,Electronics,53.84,1,0.0,Credit Card,4.31
2414,2023-01-17,C765,Smartphone Case,Electronics,419.34,4,0.1,Debit Card,5.00
1237,2023-01-17,C154,Blender,Home,91.09,2,0.05,Debit Card,5.00
2323,2023-01-18,C504,Resistance Bands,Fitness,190.54,5,0.0,Credit Card,0.00
3158,2023-01-18,C167,USB-C Cable,Electronics,347.84,3,,Debit Card,0.00
1437,2023-01-19,C673,Treadmill,Fitness,30.84,3,0.0,Gift Card,10.50
2213,2023-01-19,C413,Sweater,Apparel,126.09,3,0.0,Gift Card,5.00
3092,2023-01-19,C119,Wall Art,Home,149.55,4,0.1,Credit Card,0.00
2073,2023-01-19,C244,External Hard Drive,Electronics,421.01,2,,Credit Card,10.00
2181,2023-01-19,C355,USB-C Cable,Electronics,345.34,3,,Gift Card,0.00
3079,2023-01-19,C505,Hat,Apparel,10.54,5,0.05,Gift Card,6.06
3443,2023-01-20,C717,Sneakers,Apparel,43.87,2,0.0,Gift Card,5.55
2900,2023-01-20,C517,Rice,Groceries,28.40,1,0.0,Gift Card,14.31
2390,2023-01-20,C226,Laptop Stand,Electronics,280.76,3,0.1,Gift Card,0.00
2787,2023-01-20,C533,Wall Art,Home,57.87,4,0.2,Gift Card,0.00
2984,2023-01-20,C175,Rice,Groceries,9.58,4,0.05,Gift Card,9.38
1474,2023-01-20,C991,Protein Powder,Fitness,150.80,2,0.0,Debit Card,0.00
1504,2023-01-20,C373,Dress Shirt,Apparel,48.80,1,0.0,Credit Card,8.64
1447,2023-01-21,C677,USB-C Cable,Electronics,293.29,5,,PayPal,5.00
2044,2023-01-21,C343,Wireless Mouse,Electronics,147.54,3,,Debit Card,5.00
1343,2023-01-21,C291,Sweater,Apparel,112.54,3,0.05,Debit Card,0.00
2029,2023-01-21,C884,Jeans,Apparel,70.16,4,0.0,Credit Card,5.00
3441,2023-01-21,C107,Sneakers,Apparel,16.88,2,0.2,Gift Card,13.17
2320,2023-01-21,C294,Water Bottle,Fitness,58.15,1,0.0,Gift Card,4.55
1741,2023-01-21,C573,USB-C Cable,Electronics,196.77,4,0.0,Credit Card,0.00
2820,2023-01-21,C649,USB-C Cable,Electronics,298.52,4,0.0,Debit Card,0.00
1786,2023-01-22,C977,Office Chair,Home,224.27,3,0.1,Credit Card,0.00
3084,2023-01-22,C221,Yoga Mat,Fitness,41.17,2,0.0,Gift Card,6.48
2697,2023-01-22,C970,Desk Lamp,Home,188.82,4,0.0,PayPal,0.00
2801,2023-01-22,C380,Smartphone Case,Electronics,214.03,1,0.1,Credit Card,5.00
3138,2023-01-22,C347,Yoga Mat,Fitness,143.82,3,0.2,Gift Card,0.00
3308,2023-01-22,C904,Gym Bag,Fitness,110.78,5,0.1,Gift Card,5.00
1444,2023-01-22,C180,Shorts,Apparel,22.38,4,0.05,Credit Card,11.21
2914,2023-01-23,C920,Jeans,Apparel,41.59,5,,Debit Card,0.00
2491,2023-01-23,C576,Winter Jacket,Apparel,74.86,4,0.0,Debit Card,5.00
3082,2023-01-23,C850,Wall Art,Home,45.44,4,0.05,Credit Card,0.00
2171,2023-01-23,C610,Mechanical Keyboard,Electronics,339.76,3,0.05,Credit Card,0.00
3064,2023-01-23,C666,Table Lamp,Home,255.10,5,0.1,Credit Card,0.00
3048,2023-01-23,C486,Smart Watch,Electronics,315.52,1,0.05,Credit Card,0.00
1518,2023-01-23,C194,Shorts,Apparel,99.78,5,0.1,PayPal,0.00
1048,2023-01-23,C109,USB-C Cable,Electronics,192.87,5,0.15,Gift Card,0.00
1419,2023-01-23,C147,Smart Watch,Electronics,21.02,3,0.0,Debit Card,5.31
2389,2023-01-24,C380,Winter Jacket,Apparel,108.88,4,0.05,PayPal,10.00
1911,2023-01-24,C210,Honey,Groceries,23.74,2,0.0,PayPal,14.96
3409,2023-01-24,C385,Desk Lamp,Home,203.12,5,0.0,PayPal,0.00
2232,2023-01-24,C964,Mechanical Keyboard,Electronics,274.64,1,0.0,Debit Card,0.00
2668,2023-01-24,C706,Mechanical Keyboard,Electronics,433.63,3,,Gift Card,0.00
1063,2023-01-24,C191,Running Shoes,Apparel,93.57,3,0.0,Gift Card,0.00
3311,2023-01-24,C990,Running Shoes,Apparel,84.66,3,0.05,Gift Card,0.00
3442,2023-01-24,C920,Wall Art,Home,90.63,1,0.0,Debit Card,4.97
1591,2023-01-24,C573,Mechanical Keyboard,Electronics,34.39,5,0.0,Credit Card,10.00
3391,2023-01-25,C977,Hat,Apparel,28.44,1,,PayPal,5.95
3097,2023-01-25,C535,Protein Powder,Fitness,188.40,2,0.0,Debit Card,0.00
3008,2023-01-25,C244,Treadmill,Fitness,30.26,1,0.15,PayPal,13.30
1133,2023-01-25,C339,Bluetooth Speaker,Electronics,76.69,5,0.0,Gift Card,0.00
1617,2023-01-26,C664,Wireless Mouse,Electronics,261.57,5,0.0,PayPal,0.00
2642,2023-01-26,C696,Kettlebell,Fitness,153.68,5,0.05,Gift Card,5.00
2300,2023-01-26,C305,Gaming Monitor,Electronics,176.46,1,0.0,Credit Card,10.00
1719,2023-01-26,C476,Treadmill,Fitness,61.87,1,0.0,Credit Card,7.31
2441,2023-01-26,C996,Wireless Mouse,Electronics,89.38,5,0.0,PayPal,0.00
1287,2023-01-26,C423,Running Shoes,Apparel,31.67,5,0.15,Gift Card,0.00
3392,2023-01-26,C102,Dress Shirt,Apparel,67.27,5,0.0,Gift Card,0.00
1322,2023-01-26,C499,Winter Jacket,Apparel,113.26,4,0.0,Debit Card,0.00
3364,2023-01-26,C288,Rug,Home,194.93,1,,Credit Card,0.00
2638,2023-01-27,C141,Smart Watch,Electronics,449.22,1,0.2,Debit Card,0.00
2095,2023-01-27,C178,Webcam,Electronics,19.88,5,0.0,Gift Card,5.33
1735,2023-01-27,C107,Oats,Groceries,4.73,4,0.0,PayPal,13.92
2475,2023-01-27,C468,Sneakers,Apparel,71.08,4,0.0,PayPal,0.00
1414,2023-01-27,C219,Jump Rope,Fitness,144.00,3,0.0,Credit Card,0.00
3489,2023-01-27,C387,Desk Lamp,Home,148.56,3,0.0,Gift Card,0.00
2837,2023-01-27,C802,Bookshelf,Home,83.66,5,0.05,PayPal,5.00
2944,2023-01-27,C829,Jump Rope,Fitness,147.13,3,0.0,Debit Card,0.00
3411,2023-01-27,C450,Coffee Maker,Home,72.02,2,0.0,PayPal,5.00
2574,2023-01-27,C641,Wireless Mouse,Electronics,170.41,5,0.0,Gift Card,0.00
1928,2023-01-27,C976,Running Shoes,Apparel,59.09,4,0.1,Gift Card,0.00
2087,2023-01-28,C430,Laptop Stand,Electronics,211.50,4,0.0,Credit Card,0.00
1912,2023-01-28,C597,USB-C Cable,Electronics,66.02,4,,Debit Card,10.00
2967,2023-01-28,C135,Running Shoes,Apparel,137.04,5,0.0,Debit Card,0.00
1263,2023-01-28,C473,Kettlebell,Fitness,42.04,3,0.0,Gift Card,0.00
1939,2023-01-28,C195,Laptop Stand,Electronics,457.23,2,0.0,Credit Card,0.00
2672,2023-01-29,C298,Webcam,Electronics,94.09,5,0.1,Gift Card,0.00
1100,2023-01-29,C507,Webcam,Electronics,414.18,4,0.1,PayPal,0.00
2780,2023-01-29,C800,Mug,Home,177.90,5,0.2,Gift Card,10.00
3271,2023-01-29,C955,Shorts,Apparel,11.10,5,0.0,Credit Card,13.78
2234,2023-01-29,C998,Water Bottle,Fitness,33.39,4,,Debit Card,0.00
1321,2023-01-30,C126,Gym Bag,Fitness,155.35,1,0.05,Credit Card,0.00
1188,2023-01-30,C708,Throw Pillow,Home,210.06,4,,PayPal,0.00
1316,2023-01-30,C557,Kettlebell,Fitness,126.60,4,0.0,Debit Card,0.00
1328,2023-01-30,C293,Hat,Apparel,71.19,2,0.1,Gift Card,5.00
3144,2023-01-30,C309,Socks (3-Pack),Apparel,67.34,3,,PayPal,10.00
2788,2023-01-30,C151,Smartphone Case,Electronics,183.77,1,0.1,Gift Card,0.00
1963,2023-01-31,C784,External Hard Drive,Electronics,127.86,4,0.2,PayPal,5.00
2009,2023-01-31,C981,Sweater,Apparel,136.36,5,0.0,Debit Card,0.00
3336,2023-01-31,C568,Webcam,Electronics,50.35,4,0.2,PayPal,5.00
2563,2023-01-31,C336,Coffee Beans,Groceries,22.74,4,0.0,Credit Card,9.89
1299,2023-01-31,C676,Winter Jacket,Apparel,116.05,4,0.15,Credit Card,0.00
1234,2023-01-31,C660,Gym Bag,Fitness,130.19,2,0.1,PayPal,10.00
1268,2023-02-01,C613,Dress Shirt,Apparel,60.94,1,0.1,Debit Card,12.09
1672,2023-02-01,C375,USB-C Cable,Electronics,281.03,1,0.0,Debit Card,10.00
2811,2023-02-01,C400,Honey,Groceries,21.43,3,0.1,Gift Card,8.18
1319,2023-02-01,C633,Honey,Groceries,7.52,1,0.0,PayPal,14.29
2428,2023-02-01,C707,USB-C Cable,Electronics,488.74,4,0.0,Gift Card,5.00
2498,2023-02-01,C301,Webcam,Electronics,145.12,2,,PayPal,0.00
1665,2023-02-02,C226,Office Chair,Home,69.84,5,0.1,Debit Card,5.00
2380,2023-02-02,C668,Sweater,Apparel,107.77,2,0.1,Debit Card,5.00
1222,2023-02-02,C487,Winter Jacket,Apparel,21.04,4,0.0,Gift Card,8.36
3077,2023-02-02,C379,Desk Lamp,Home,232.74,3,0.05,Credit Card,0.00
2480,2023-02-02,C581,Olive Oil,Groceries,9.38,2,0.0,Credit Card,6.23
1141,2023-02-02,C504,Dress Shirt,Apparel,105.65,2,0.15,PayPal,0.00
3014,2023-02-02,C779,Shorts,Apparel,68.20,4,0.05,Credit Card,0.00
3245,2023-02-03,C172,Sweater,Apparel,116.91,5,0.05,Gift Card,5.00
3216,2023-02-03,C213,Laptop Stand,Electronics,397.41,4,0.05,PayPal,0.00
1106,2023-02-03,C589,Webcam,Electronics,53.77,1,0.0,PayPal,4.65
2512,2023-02-03,C475,Bookshelf,Home,204.83,1,,PayPal,0.00
1932,2023-02-03,C691,Dress Shirt,Apparel,146.83,2,0.0,Debit Card,0.00
2841,2023-02-03,C712,Dress Shirt,Apparel,109.47,2,0.15,Debit Card,0.00
3055,2023-02-04,C633,Dress Shirt,Apparel,99.29,3,0.0,PayPal,5.00
1236,2023-02-04,C783,Wall Art,Home,96.49,4,0.05,Credit Card,0.00
3039,2023-02-04,C401,Cotton T-Shirt,Apparel,52.66,5,0.05,PayPal,0.00
1334,2023-02-04,C249,Webcam,Electronics,44.98,4,0.15,PayPal,5.00
2554,2023-02-04,C773,Webcam,Electronics,378.63,1,0.15,Credit Card,0.00
2773,2023-02-04,C504,Gym Bag,Fitness,198.04,2,0.0,Gift Card,0.00
3160,2023-02-04,C416,Mechanical Keyboard,Electronics,80.66,3,0.0,Gift Card,0.00
1739,2023-02-05,C650,Gaming Monitor,Electronics,352.04,2,0.0,Credit Card,10.00
2447,2023-02-05,C352,Table Lamp,Home,254.33,3,0.1,Gift Card,0.00
1489,2023-02-05,C855,Winter Jacket,Apparel,62.57,2,,Gift Card,0.00
1792,2023-02-05,C218,Gaming Monitor,Electronics,53.68,5,0.1,Credit Card,0.00
1062,2023-02-05,C879,Mechanical Keyboard,Electronics,52.78,4,0.05,Gift Card,0.00
1332,2023-02-05,C204,Mechanical Keyboard,Electronics,360.45,1,0.0,Gift Card,0.00
1378,2023-02-05,C491,Shorts,Apparel,132.18,2,0.05,Gift Card,10.00
2620,2023-02-05,C313,Tea Bags,Groceries,8.25,5,0.0,Credit Card,7.74
2140,2023-02-05,C413,External Hard Drive,Electronics,101.22,1,0.05,Gift Card,5.00
1529,2023-02-05,C689,Smart Watch,Electronics,89.80,1,0.0,Debit Card,7.29
1194,2023-02-05,C414,Sweater,Apparel,62.04,5,0.15,Gift Card,0.00
2215,2023-02-05,C119,Resistance Bands,Fitness,49.64,3,0.0,PayPal,0.00
1992,2023-02-06,C794,Table Lamp,Home,128.75,1,0.15,PayPal,0.00
1239,2023-02-06,C674,Hat,Apparel,119.80,3,0.0,Gift Card,0.00
2008,2023-02-06,C463,Oats,Groceries,26.83,4,0.2,PayPal,0.00
1084,2023-02-06,C701,Laptop Stand,Electronics,424.30,5,0.05,PayPal,10.00
2695,2023-02-06,C703,Bluetooth Speaker,Electronics,178.23,5,0.0,Debit Card,5.00
1231,2023-02-06,C543,Water Bottle,Fitness,185.63,2,0.0,Debit Card,0.00
3253,2023-02-07,C137,Sneakers,Apparel,24.24,4,0.1,Gift Card,4.47
2783,2023-02-07,C223,Sweater,Apparel,83.07,2,0.0,PayPal,0.00
2270,2023-02-07,C755,Dress Shirt,Apparel,103.38,3,0.0,Credit Card,5.00
3257,2023-02-07,C889,Gym Bag,Fitness,86.54,2,0.0,PayPal,10.00
3334,2023-02-07,C325,Running Shoes,Apparel,46.66,4,,Gift Card,5.00
1595,2023-02-07,C368,USB-C Cable,Electronics,454.59,3,0.05,Credit Card,0.00
1371,2023-02-07,C737,Coffee Maker,Home,213.10,1,0.15,Credit Card,0.00
3418,2023-02-07,C301,Gaming Monitor,Electronics,151.74,1,0.05,Debit Card,0.00
1365,2023-02-07,C233,Water Bottle,Fitness,116.27,4,0.05,Debit Card,0.00
1935,2023-02-07,C824,Running Shoes,Apparel,90.05,1,0.0,Gift Card,10.61
3205,2023-02-07,C832,Sneakers,Apparel,112.96,4,0.0,PayPal,0.00
2507,2023-02-07,C738,Running Shoes,Apparel,118.50,1,0.1,Debit Card,0.00
1774,2023-02-08,C686,Treadmill,Fitness,164.70,3,0.15,Gift Card,0.00
1283,2023-02-08,C775,Smartphone Case,Electronics,274.25,1,0.1,Gift Card,0.00
1433,2023-02-08,C710,Kettlebell,Fitness,72.21,1,,Debit Card,13.65
2346,2023-02-08,C645,Honey,Groceries,7.27,5,0.05,PayPal,11.28
2755,2023-02-08,C800,Desk Lamp,Home,78.22,3,,Credit Card,0.00
1976,2023-02-08,C817,Throw Pillow,Home,257.98,2,0.05,Debit Card,0.00
3145,2023-02-08,C138,External Hard Drive,Electronics,277.96,2,0.0,PayPal,0.00
2196,2023-02-08,C991,Jeans,Apparel,77.76,4,,Credit Card,0.00
2701,2023-02-09,C321,Bookshelf,Home,191.52,2,0.0,Credit Card,0.00
1648,2023-02-09,C408,External Hard Drive,Electronics,173.90,2,0.05,Debit Card,0.00
2791,2023-02-09,C389,Kettlebell,Fitness,82.91,2,0.15,Gift Card,0.00
2735,2023-02-09,C465,External Hard Drive,Electronics,203.23,1,0.15,Credit Card,0.00
2894,2023-02-09,C964,Smartphone Case,Electronics,279.86,3,0.05,PayPal,0.00
3175,2023-02-09,C717,Gym Bag,Fitness,14.58,2,0.0,PayPal,10.01
3125,2023-02-10,C573,Laptop Stand,Electronics,377.80,5,0.2,PayPal,5.00
3284,2023-02-10,C528,Bookshelf,Home,229.76,1,0.05,Credit Card,0.00
1067,2023-02-10,C106,Tea Bags,Groceries,25.72,4,0.0,PayPal,0.00
1191,2023-02-10,C697,Mug,Home,247.56,3,0.0,Gift Card,10.00
2728,2023-02-10,C502,Wireless Mouse,Electronics,289.81,3,0.05,Gift Card,0.00
3117,2023-02-10,C166,Pasta,Groceries,8.67,4,0.05,PayPal,13.66
2248,2023-02-10,C784,Rug,Home,155.45,5,0.0,Debit Card,5.00
1053,2023-02-10,C488,Sneakers,Apparel,17.86,1,0.0,Gift Card,10.74
2994,2023-02-10,C438,Webcam,Electronics,129.69,3,0.0,Credit Card,0.00
1330,2023-02-11,C860,Socks (3-Pack),Apparel,67.81,1,0.0,Gift Card,10.41
2508,2023-02-11,C131,Sweater,Apparel,26.55,2,0.2,Gift Card,10.06
1971,2023-02-11,C254,Dress Shirt,Apparel,81.11,1,0.0,Credit Card,10.78
2853,2023-02-11,C101,Gym Bag,Fitness,71.55,4,0.15,PayPal,5.00
3310,2023-02-11,C321,Treadmill,Fitness,150.05,1,0.0,Debit Card,0.00
1731,2023-02-11,C303,Webcam,Electronics,149.07,2,0.05,Gift Card,0.00
2973,2023-02-11,C786,Foam Roller,Fitness,39.31,2,0.2,Gift Card,3.69
2644,2023-02-11,C634,External Hard Drive,Electronics,393.93,5,0.2,Debit Card,0.00
2027,2023-02-11,C142,USB-C Cable,Electronics,258.73,3,0.0,Debit Card,0.00
1345,2023-02-11,C119,Bookshelf,Home,236.16,2,0.0,Gift Card,0.00
1656,2023-02-11,C550,Rug,Home,223.54,4,0.0,Debit Card,0.00
2204,2023-02-11,C202,Winter Jacket,Apparel,93.76,3,0.05,Credit Card,5.00
2954,2023-02-12,C670,Mechanical Keyboard,Electronics,112.47,3,0.0,Gift Card,0.00
1713,2023-02-12,C154,Throw Pillow,Home,263.76,5,0.15,Debit Card,5.00
3115,2023-02-12,C903,Running Shoes,Apparel,81.66,1,0.05,Debit Card,6.51
2866,2023-02-13,C990,Cotton T-Shirt,Apparel,109.44,1,0.0,Gift Card,0.00
2556,2023-02-13,C928,Hat,Apparel,24.96,2,0.05,Debit Card,3.98
1847,2023-02-13,C489,Socks (3-Pack),Apparel,108.02,2,0.0,Credit Card,0.00
2637,2023-02-13,C967,Hat,Apparel,100.18,2,0.2,PayPal,0.00
1944,2023-02-13,C241,Mechanical Keyboard,Electronics,141.12,4,0.0,PayPal,0.00
1576,2023-02-13,C959,Coffee Maker,Home,82.27,5,0.15,PayPal,0.00
1192,2023-02-13,C787,Socks (3-Pack),Apparel,128.36,5,0.0,Debit Card,5.00
2816,2023-02-13,C506,Mug,Home,188.35,2,0.0,Gift Card,0.00
3036,2023-02-13,C276,USB-C Cable,Electronics,473.22,3,0.05,Debit Card,0.00
1010,2023-02-14,C304,Jump Rope,Fitness,71.02,1,0.0,Debit Card,9.42
3244,2023-02-14,C928,Wireless Mouse,Electronics,165.03,2,,Credit Card,0.00
1820,2023-02-14,C800,Running Shoes,Apparel,56.11,1,0.0,PayPal,4.76
3210,2023-02-14,C784,Honey,Groceries,15.23,1,0.1,Gift Card,14.22
2720,2023-02-15,C591,Socks (3-Pack),Apparel,114.56,3,0.0,Debit Card,0.00
2075,2023-02-15,C633,USB-C Cable,Electronics,154.52,1,0.15,Credit Card,0.00
2354,2023-02-16,C440,Coffee Maker,Home,263.53,5,,Credit Card,0.00
2555,2023-02-16,C375,Coffee Maker,Home,34.59,5,,Gift Card,0.00
2056,2023-02-16,C764,Gaming Monitor,Electronics,479.73,2,0.2,Gift Card,0.00
2327,2023-02-16,C305,Coffee Beans,Groceries,13.57,2,0.05,Debit Card,5.21
3383,2023-02-16,C717,Winter Jacket,Apparel,146.65,5,,Debit Card,0.00
2035,2023-02-16,C350,Socks (3-Pack),Apparel,54.64,5,0.0,Gift Card,5.00
2961,2023-02-16,C322,Gym Bag,Fitness,163.16,1,0.0,Credit Card,0.00
2793,2023-02-16,C464,Blender,Home,250.27,4,0.05,Credit Card,0.00
1132,2023-02-16,C233,Smart Watch,Electronics,426.95,4,0.1,PayPal,0.00
2221,2023-02-16,C435,Throw Pillow,Home,173.65,3,0.0,Credit Card,5.00
2434,2023-02-16,C648,Desk Lamp,Home,87.16,1,0.0,Gift Card,6.52
2624,2023-02-16,C435,Almonds,Groceries,15.47,5,0.1,Credit Card,3.13
2877,2023-02-17,C850,Smartphone Case,Electronics,398.59,5,0.2,Debit Card,5.00
1415,2023-02-17,C343,Socks (3-Pack),Apparel,40.26,3,0.0,Credit Card,5.00
2557,2023-02-17,C272,Smartphone Case,Electronics,353.34,1,0.0,Debit Card,5.00
2116,2023-02-17,C729,Mechanical Keyboard,Electronics,242.98,1,0.15,Credit Card,0.00
1015,2023-02-17,C681,Blender,Home,65.02,4,0.05,Credit Card,0.00
1041,2023-02-17,C812,Blender,Home,128.04,2,0.1,Gift Card,0.00
1291,2023-02-17,C751,Gaming Monitor,Electronics,413.40,4,0.0,Credit Card,0.00
1583,2023-02-17,C361,Winter Jacket,Apparel,51.64,2,0.05,Gift Card,5.00
3295,2023-02-17,C115,Shorts,Apparel,118.48,3,0.05,Gift Card,0.00
